Record ID,Employer,Canonical Employer,Parent Group,Corporate Cluster ID,Canonical Name Occurrences,Duplicate Review Flag,Entity Class,Career Scan Eligible,Sector,Discovery Geography,Org Type,Corporate Website,Website Status,Careers URL,Career Scan Status,Discovery Source,Source URL,Notes,Freeze Version,Freeze Status,Resolved Corporate Website,Resolved Careers Landing URL,Resolved Jobs Search URL,Portal Scope,ATS Family,ATS Confidence,Portal Resolution Status,Portal Verification URL,Portal Verified Date,Resolution Parent Override,Resolution Wave
EMP-04644,Deutsche Telekom IT Solutions Hungary,Deutsche Telekom IT Solutions Hungary,,CG-2B235D7C33,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04645,Dynamit Nobel Defence Hungary,Dynamit Nobel Defence Hungary,,CG-8CF6AB2DE2,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04646,Ericsson Hungary,Ericsson Hungary,,CG-7E73547877,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.ericsson.com,https://www.ericsson.com/en/careers,https://jobs.ericsson.com/careers,Global telecom-tech portal,Custom / backend unverified,High,VERIFIED_WAVE_3,https://www.ericsson.com/en/careers/global-locations,2026-08-30,,W3
EMP-04647,Gestamen Arms / Gestamen Kutatás Fejlesztés Zrt.,Gestamen Arms,,CG-02E55F83D2,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04648,Hirtenberger Defence Systems Hungary,Hirtenberger Defence Systems Hungary,,CG-01B5FB4072,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04649,IBM Hungary,IBM Hungary,IBM,CG-D3AC7A4EF1,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.ibm.com,https://www.ibm.com/careers,https://www.ibm.com/careers/search,Global portal,Custom IBM Careers,Verified,VERIFIED_WAVE_1,https://www.ibm.com/careers/search,2026-08-30,,W1
EMP-04650,Microsoft Hungary,Microsoft Hungary,Microsoft,CG-64814A3B7F,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.microsoft.com,https://careers.microsoft.com/,https://jobs.careers.microsoft.com/global/en/search,Global portal,Custom Microsoft Careers,Verified,VERIFIED_WAVE_1,https://careers.microsoft.com/v2/global/en/home.html,2026-08-30,,W1
EMP-04651,MOL Group,MOL Group,,CG-F84D263FAD,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04652,N7 Defence Holding,N7 Defence Holding,,CG-389D51CDB5,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04653,Nokia Hungary,Nokia Hungary,,CG-1CAAC9073F,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.nokia.com,https://www.nokia.com/careers/,https://www.nokia.com/careers/,Global telecom-tech portal,Custom / backend unverified,High,VERIFIED_WAVE_3,https://www.nokia.com/careers/,2026-08-30,,W3
EMP-04654,Rheinmetall 4iG Digital Services,Rheinmetall 4iG Digital Services,Rheinmetall,CG-275853A231,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.rheinmetall.com,https://www.rheinmetall.com/en/career/careers-worldwide,https://www.rheinmetall.com/en/career/vacancies,Global group portal,Custom corporate portal,Verified,VERIFIED_WAVE_1,https://www.rheinmetall.com/en/career/vacancies,2026-08-30,,W1
EMP-04655,Rheinmetall Hungary Munitions Zrt.,Rheinmetall Hungary Munitions Zrt,Rheinmetall,CG-275853A231,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.rheinmetall.com,https://www.rheinmetall.com/en/career/careers-worldwide,https://www.rheinmetall.com/en/career/vacancies,Global group portal,Custom corporate portal,Verified,VERIFIED_WAVE_1,https://www.rheinmetall.com/en/career/vacancies,2026-08-30,,W1
EMP-04656,Rheinmetall Hungary Zrt.,Rheinmetall Hungary Zrt,Rheinmetall,CG-275853A231,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.rheinmetall.com,https://www.rheinmetall.com/en/career/careers-worldwide,https://www.rheinmetall.com/en/career/vacancies,Global group portal,Custom corporate portal,Verified,VERIFIED_WAVE_1,https://www.rheinmetall.com/en/career/vacancies,2026-08-30,,W1
EMP-04657,Richter Gedeon,Richter Gedeon,,CG-775DB5C872,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04658,Rába,Rába,,CG-6EEAFC256A,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04659,SAP Hungary,SAP Hungary,SAP,CG-F4603BD4AE,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.sap.com,https://www.sap.com/about/careers.html,https://jobs.sap.com/,Global portal,SAP SuccessFactors Recruiting Marketing,High,VERIFIED_WAVE_1,https://jobs.sap.com/advanced-search,2026-08-30,,W1
EMP-04660,SATYPS PSP Hungary Zrt.,SATYPS PSP Hungary Zrt,,CG-28696694FA,1,,Employer Candidate,Yes,Defence / cyber / ICT / telecom / industrial / finance,Hungary,Company,,Pending resolution,,Not started,Hungary current defence/technology ecosystem,https://www.4ig.hu/,Current 4iG/N7 defence portfolio plus large Hungarian ICT/critical employers. National defence association full roster not statically accessible.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04661,Advania Iceland,Advania Iceland,,CG-488D3246FD,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04662,Arion Bank,Arion Bank,,CG-ADCAF65082,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04663,CCP Games,CCP Games,,CG-2D3ECEB603,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04664,Controlant,Controlant,,CG-DCA7A07B76,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04665,Landsbankinn,Landsbankinn,,CG-896B18EAE2,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04666,Lucinity,Lucinity,,CG-9586468498,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04667,Marel,Marel,,CG-A32B5E3398,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04668,Nova Iceland,Nova Iceland,,CG-7FE0F11CDE,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04669,Origo,Origo,,CG-A7CC3DA4EA,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04670,Sensa,Sensa,,CG-DD9502C472,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04671,Íslandsbanki,Íslandsbanki,,CG-4B8E168A31,1,,Employer Candidate,Yes,Cybersecurity / technology / critical infrastructure / cross-sector | Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,National ecosystem expansion seed | Iceland digital/technology employer expansion,https://ecs-org.eu/ | https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Cross-sector employer-universe seed for underrepresented EEA/Nordic/Baltic geography; individual association membership to be verified during website-resolution stage. | Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04672,14islands,14islands,,CG-1DE00A3608,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04673,1xINTERNET Iceland,1xINTERNET Iceland,,CG-437685102F,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04674,Alda,Alda,,CG-93D6D87735,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04675,APRÓ,APRÓ,,CG-A16438E84D,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04676,Aranja,Aranja,,CG-C312DD20BE,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04677,atNorth Iceland,atNorth Iceland,,CG-3D4A5FF51C,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04678,Borgun / Teya Iceland,Borgun,,CG-B7003DBAF3,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04679,Carbfix,Carbfix,,CG-53214DEF7A,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04680,Defend Iceland,Defend Iceland,,CG-C774FD4BBF,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04681,Deloitte Iceland,Deloitte Iceland,Deloitte,CG-51278FFA03,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.deloitte.com,https://www.deloitte.com/global/en/careers/job-search.html,https://applyglobal.deloitte.com/careers,Federated by member firm/country,Multiple / branded portals,High,VERIFIED_WAVE_1,https://www.deloitte.com/global/en/careers/job-search.html,2026-08-30,,W1
EMP-04682,GRID,GRID,,CG-F3C543AD5F,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04683,Hugsmiðjan,Hugsmiðjan,,CG-AA0C20DF8E,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04684,Isavia,Isavia,,CG-C2371496C9,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04685,Júní Digital,Júní Digital,,CG-815BAE8E27,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04686,Kolibri,Kolibri,,CG-E81A3BE6F0,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04687,Landsnet,Landsnet,,CG-78C5F31A16,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04688,Landsvirkjun,Landsvirkjun,,CG-03FDDA40FF,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-04689,Meniga,Meniga,,CG-EDFC1CFBB1,1,,Employer Candidate,Yes,Technology / cyber / finance / critical infrastructure / digital services,Iceland,Company,,Pending resolution,,Not started,Iceland digital/technology employer expansion,https://island.is/en/o/digital-iceland/news/new-framework-agreement-takes-effect,"Current Digital Iceland 2026 supplier teams plus major Icelandic ICT, finance and critical-infrastructure employers. SI has ~1,700 member companies overall, too broad to treat as a cyber-employer directory.",v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
